USER-UPVOTES,POST_NUMBER,QUESTION,TIME-STAMPS,USER,POST,POST-UPVOTES,PAGE_NUMBER_OF_THE_POST,SUBJECT
85,12,NO,"Tue, Nov  1 '16 at 6:28PM EDT",Benfrank,"For mom, I feel ya incontinence supplies can be expensive. Realize that the depend overnight are still really low quality so you'll need to change it a lot. It seems counter intuitive but premium diapers of strong quality will actually save you money. If you were to get Confidry 24/7s, Abena M4 or Seni Quattro you would need to change oft n and the bed will stay protected. I change my diaper 2-3 times in a 24 hour period because mine hold so well",0,1,advice to help a parent
1,13,NO,"Tue, Nov  1 '16 at 9:49PM EDT",formom,"Thanks Benfrank. Where can I purchase the Confidry and Abena diapers?? I also use cornstarch powder in her groin and loose tummy folds, so that might help with the moisture from pull ups...for those of you with skin irritation",0,1,advice to help a parent
85,14,NO,"Wed, Nov  2 '16 at 12:14PM EDT",Benfrank,I go through vitality medical dot come for abena and xpmedical.com for the dry24/7 the latter in my opinion are the best diapers on the market. I was told that cornstarch can exacerbate diaper rash. I use just petroleum based products or zinc oxide if there's irritation. If there's a rash I use nyamyc powder,0,1,advice to help a parent
37,15,NO,"Thu, Nov  3 '16 at 12:23AM EDT",msuspartan,Cornstarch it edible.  That includes bacteria and yeast.,0,1,advice to help a parent
1,1,YES,"Fri, Jan  20 '17 at 2:13PM EST",klcox,"I'm a 61 yr old who had radical prostate surgery in Oct 2015, 1 year and 3 months ago.  I've been doing Kegels since then, once a day.  Now, I still have a little bladder leakage.  Here's my question;  I've been drinking only water, no coffee or colas, and have been limiting my water intake, thinking that, the less water I drink, the less I will have to go to the bathroom, and the less I will leak. I've been trying to pee more often, thinking that would lessen the leakage.   Seldom does my bladder get full, before I empty it. 
 
The other day, I read an article that suggests drinking a lot of water daily, practicing holding my urine, increasing the amount of urine my bladder will hold, and thereby stretching my bladder, and that will cure my ""leakage.""  The article said that if I reduce my fluid intake, that my bladder will have more concentrated urine, and I risk going to the toilet more often.

Which option is the better for stopping my after prostate operation urine leakage in the long run? drinking LESS water, or drinking MORE water and holding?",0,1,"After surgery, drink MORE or LESS water?"
82,2,NO,"Fri, Jan  20 '17 at 2:16PM EST",NoCans,"Drinking less will cause the urine to more concentrated and will irritate the bladder. It also causes worse odor. Drink more water, do your levels, wear a suitable level of protection. It will get better, if not physically then mentally",0,1,"After surgery, drink MORE or LESS water?"
82,3,NO,"Fri, Jan  20 '17 at 10:34PM EST",andy1050,"Not to mention that drinking LESS water can induce dehydration and the host of problems it brings.  It's not good and can result in the formation and painful passing of kidney stones, painful urinary tract infections and other health compromising conditions.

Keep hydrated and stay healthy.",0,1,"After surgery, drink MORE or LESS water?"
28,4,NO,"Sat, Jan  21 '17 at 1:47PM EST",Skinnyb,"Agree, always more water, less just causes more problems... it's a pain with having leakage, but wear what is needed, and do your exercises etc.  :-)",0,1,"After surgery, drink MORE or LESS water?"
4,5,NO,"Sat, Jan  21 '17 at 8:20PM EST",dallasguy,"I'm an RN here (and incontinent myself). Definitely more water, but don't overload yourself either. 8 to 10 glasses (8 or so ounces each) a day is a good rule of thumb.",1,1,"After surgery, drink MORE or LESS water?"
82,6,NO,"Sat, Jan  21 '17 at 10:22PM EST",andy1050,"Yup, an 'overload' can begin to deplete needed chemicals in your body...you'll end up low on sodium or potassium, etc.  Effects of that are not good.  Balance and moderation with the water intake is key.  I, also, go by the 8 to 10 glasses of water a day @
about 8 oz each.

The human body is an elegant and delicate balance of chemicals, electrolytes, etc.  Bloodwork will reveal what is out of order as per doctor's direction.

As your doctor about use of Gator-Air or Power-Aid along with the water.  That could be an option, but not a replacement for water.",0,1,"After surgery, drink MORE or LESS water?"
1,1,YES,"Sat, Jul  9 '16 at 11:33AM EDT",KEMYST,"Hi Everyone! I`m a newbie to the forum but not to continence problems. I have to use a single-use catheter to urinate. When I was initially diagnosed with this condition, I was depressed but soon realised that you just have to get on with life (this was ten years ago). Then eight years ago I found a catheter available that had a water sachet incorporated into the catheter. This avoided the problem of filling the catheter `in view` when using public toilets. I have been under the care of my GP. The system has worked so well that I am now almost unaware of the problem. I simply rang my pharmacist and the 12 boxes of catheters would turn up on my doorstep three days later. So, it came as a terrible shock to me that the above board sent me a letter (I got this 9/7) it was dated 5/7 and stated that I could not be prescribed these catheters any more from the 4/7!! (no consultation, no warning) from my GP but had to go through a `continent sevice`. This applies to everyone that requires any kind of device i.e colostomy bags etc.) I am very, very worried about this situation. I tried to ring the service on Friday and despite leaving three messages during the pm, had no return call. I`m worried that my prescription will change, I don`t know what provisions have been made for my personal holiday periods, or national holiday periods like Christmas. There seems be no emergency procedure if the prescription gets lost. I just don`t know how people wo are working are going to cope. Has anyone got any experience of this type of system? If anyone from Gwent is on here could they get in touch with me if only to allay my fears. Thanks",0,1,ANEURIN BEVAN CONTINENCE SYSTEM
76,2,NO,"Sat, Jul  9 '16 at 5:50PM EDT",Patrick,Best of luck in your dealings with your national health system.  Keep us informed.,0,1,ANEURIN BEVAN CONTINENCE SYSTEM
28,3,NO,"Sun, Jul  10 '16 at 6:00PM EDT",Jay,"I wish I wasn't in the catheter using club (again) but I also worry a lot about supplies and what is or is not (or won't) be covered.  

Someone please correct me if this is wrong but I heard second hand that Canada's (free) healthcase limits patients to one catheter per year?  But don't worry!  There are new studies that show UTIs are no more significant using clean techniques the reusing the same one over and over.  

           - - - Diatribe starts here - - -
In the USA this national plan for healthcare is sort of taking off but getting it to even operate is 90% of the challange we face.   *Technical things like not charging 10x more for out of network services that they tell us (Through webpages written by dolts) Doctors / clinics are in network then out then in depending on variables that should make no difference.  This works out great if you were doing this to increase the number of people who need to seek mental health services.  I know its worked on me!!!

This might be paranoid (Not a mental health issue of mine) but I think  anyplace with (or going in the direction of) national Healthcare is going to have more and more excuses to not pay for medical supplies, drugs or services.   I think based on a number of things that have been happening we can enjoy large numbers of new and different ""studies"" that prove you don't need this or that or the other thing.  Cancer diagnosis?  Don't worry.  Some cancers grow slow and surely something else will kill you first so lets ignore it and count on ""watchful waiting""   Whoever invented that term clearly doesn't know how busy doctors are with their 15 minute visits where they spend 14 of them typing on a computer.   

Taking some kind of drug?  I predict that more and more drugs will have sketchy studies published that show the drug is either found to ""do nothing"" or more likely be shown to cause ill effects so your better off not taking it.

In the UK isin't it difficult to ever see your primary care doctor in a reasonable time frame?  If your need CT scans or something along that line is it true you spend months waiting? Perhapes they are hopeing you show up dead before the appointment comes up.

As patients / citizens but most importantly voters I think we need to come up with a solution that has a focus on the actual healthcare and not Insurance company Profit Margins or Iron fisted Government control.  Returning the power to the Patient / Doctor connection would be nice but who can even imagine that anymore?  

There is a great movie on Netflix that shows what an ER room does now versus how it worked before.  Hint...  If you came in with a serious injury you had a mass of people rushing in and workling like a well oiled machine trying to save your life.  Now you have a mass of hours waiting for someone to come out and fill out forms so you can see a doctor and fill out more forms.

Just out or morbid curiousity I looked at the first hundred Fortune 500 companies.   Did you know that 18 of them are either insurance or drug making / selling companies?    12 of the 18 show increased profit margins.   Which I read as making a higher percentage of profit.   This is not my area but seems fishy to me.  A friend from the old Soviet Union where Insurance companies were not in fashion equated insurance with gambling.   If a casino showed increased odds in their favor?  What would that say about the Casino?

And as far as drugs go I think its a little like one ""mob"" against another ""mob""    Have you ever considered how many new drugs are simply old drugs modified ever so slightly so they can be patented again and again?  Has anyone ever done a study on things like Beta Blockers or any class of drugs to see if there has been anything actually improved over the different iterations?

I see it as one side showing how the ""new improved"" drug is better AND 100x more expensive and the other side is showing how the drugs of that type are not needed at all *Or dangerous.  It seems like in both ways we the patients are being screwed.",0,1,ANEURIN BEVAN CONTINENCE SYSTEM
