Problem/Soltuion,Number,hkroger,snehal,eschare,# Category, Category
Solution,262.1,1,1,1,1d,Contact Professional For Assitance
Solution,262.2,1,1,1,1d,Contact Professional For Assitance
Solution,262.3,*,*,*,*,*
Problem,263,1,0,1,6g,Symptoms
Solution,263.1,1,1,1,3a,Caregiver Wellbeing
Problem,264,*,*,*,*,*
Solution,264.1,1,0,1,3a,Caregiver Wellbeing
Solution,264.2,1,1,1,3c,Caregiver Wellbeing
Solution,264.3,1,1,0,3c,Caregiver Wellbeing
Problem,265,1,1,1,8c,Ethics
Solution,265.1,1,0,1,2a,Info Sources
Problem,266,1,1,1,5g,Legal Financial
Solution,266.1,1,1,1,1d,Contact Professional For Assitance
Problem,267,1,1,1,7h,Physical Saftey
Solution,267.1,1,0,1,3c,Caregiver Wellbeing
Solution,267.2,1,1,0,2a,Info Sources
Problem,268,1,0,1,4a,Medicines
Solution,268.1,*,*,*,*,*
Solution,268.2,*,*,*,*,*
Solution,268.3,*,*,*,*,*
Problem,269,1,0,1,6b,Symptoms
Solution,269.1,1,1,1,3c,Caregiver Wellbeing
Solution,269.2,1,1,1,2a,Info Sources
Solution,269.3,1,1,0,3c,Caregiver Wellbeing
Problem,270,*,*,*,*,*
Solution,270.1,*,*,*,*,*
Solution,270.2,1,0,1,4d,Strategies to handle the patient
Solution,270.3,0,1,1,8c,Home Care/Nursing Homes
Problem,271,1,0,1,6b,Symptoms
Solution,271.1,1,1,0,7a,Safety
Problem,272,1,1,1,6b,Symptoms
Solution,272.1,*,*,*,*,*
Problem,273,1,1,1,5g,Legal Financial
Solution,273.1,1,1,1,1d,Contact Professional For Assitance
Problem,274,1,1,1,6c,Symptoms
Solution,274.1,0,1,1,5a,Doctor Consultations
Problem,275,1,0,1,9e,Doctors and Nursing Homes
Solution,275.1,0,1,1,1a,Contact Professional For Assitance
Problem,276,1,1,1,6j,Symptoms
Solution,276.1,1,0,1,4c,Strategies to handle the patient
Solution,276.2,1,0,1,4c,Strategies to handle the patient
Problem,277,1,1,0,6f,Symptoms
Solution,277.1,1,1,1,3c,Caregiver Wellbeing
Solution,277.2,*,*,*,*,*
Problem,278,1,1,1,3a,Basic Hygiene
Solution,278.1,1,1,1,2a,Info Sources
Problem,279,1,1,0,8i,Ethics
Solution,279.1,*,*,*,*,*
Problem,280,1,1,0,4a,Medicines
Solution,280.1,1,0,1,2a,Info Sources
Problem,281,0,1,1,1a,Emotions of the Care Giver
Solution,281.1,1,1,1,3c,Caregiver Wellbeing
Solution,281.2,0,1,1,5e,Doctor Consultations
Problem,282,1,0,1,9e,Doctors and Nursing Homes
Solution,282.1,1,1,0,2a,Info Sources
Solution,282.2,1,0,1,8f,Home Care/Nursing Homes
Problem,283,1,1,0,2a,Conflicts
Solution,283.1,1,1,0,3a,Caregiver Wellbeing
Solution,283.2,1,1,0,4f,Strategies to handle the patient
Solution,283.3,1,1,1,3a,Caregiver Wellbeing
Solution,283.4,1,1,1,3a,Caregiver Wellbeing
Problem,284,1,1,1,6b,Symptoms
Solution,284.1,1,0,1,2a,Info Sources
Problem,285,1,1,0,10a,General Information
Solution,285.1,1,1,0,5a,Doctor Consultations
Problem,286,*,*,*,*,*
Solution,286.1,1,0,1,8f,Home Care/Nursing Homes
Problem,287,*,*,*,*,*
Solution,287.1,*,*,*,*,*
Problem,288,*,*,*,*,*
Solution,288.1,0,1,1,5e,Doctor Consultations
Problem,289,*,*,*,*,*
Solution,289.1,1,1,1,1c,Contact Professional For Assitance
Problem,290,*,*,*,*,*
Solution,290.1,1,1,1,2a,Info Sources
Problem,291,0,1,1,1b,Emotions of the Care Giver
Solution,291.1,1,1,1,2a,Info Sources
Problem,292,*,*,*,*,*
Solution,292.1,1,1,1,3a,Caregiver Wellbeing
Problem,293,1,1,0,9a,Doctors and Nursing Homes
Solution,293.1,1,0,1,5e,Doctor Consultations
Problem,294,*,*,*,*,*
Solution,294.1,*,*,*,*,*
Solution,294.2,0,1,1,3a,Caregiver Wellbeing
Problem,295,1,0,1,3d,Basic Hygiene
Solution,295.1,0,1,1,3a,Caregiver Wellbeing
Solution,295.2,1,1,1,3c,Caregiver Wellbeing
Problem,296,*,*,*,*,*
Solution,296.1,1,1,0,3c,Caregiver Wellbeing
Solution,296.2,1,1,1,3a,Caregiver Wellbeing
Problem,297,1,1,1,7c,Physical Saftey
Solution,297.1,*,*,*,*,*
Solution,297.2,*,*,*,*,*
Problem,298,*,*,*,*,*
Solution,298.1,1,0,1,3c,Caregiver Wellbeing
Solution,298.2,*,*,*,*,*
Problem,299,1,1,0,9a,Doctors and Nursing Homes
Solution,299.1,0,1,1,2a,Info Sources
Solution,299.2,1,1,1,1c,Contact Professional For Assitance
Solution,299.3,1,1,1,1c,Contact Professional For Assitance
Problem,300,1,1,1,9a,Doctors and Nursing Homes
Solution,300.1,1,0,1,1a,Contact Professional For Assitance
Solution,300.2,1,1,1,1a,Contact Professional For Assitance
Problem,301,1,1,1,6e,Symptoms
Solution,301.1,1,1,1,3a,Caregiver Wellbeing
Problem,302,1,1,1,6e,Symptoms
Solution,302.1,1,1,0,3a,Caregiver Wellbeing
Problem,303,*,*,*,*,*
Solution,303.1,1,1,1,2a,Info Sources
Solution,303.2,0,1,1,4b,Strategies to handle the patient
Problem,304,*,*,*,*,*
Solution,304.1,1,1,0,3a,Caregiver Wellbeing
Solution,304.2,1,1,1,1c,Contact Professional For Assitance
Problem,305,*,*,*,*,*
Solution,305.1,*,*,*,*,*
Solution,305.2,1,1,1,2a,Info Sources
Solution,305.3,1,1,0,5a,Doctor Consultations
Problem,306,1,1,0,6k,Symptoms
Solution,306.1,1,1,1,3a,Caregiver Wellbeing
Solution,306.2,1,0,1,2a,Info Sources
Solution,306.3,1,1,0,3a,Caregiver Wellbeing
Problem,307,1,1,0,6g,Symptoms
Solution,307.1,1,1,0,4d,Strategies to handle the patient
Problem,308,0,1,1,1a,Emotions of the Care Giver
Solution,308.1,1,1,1,1c,Contact Professional For Assitance
Solution,308.2,0,1,1,3a,Caregiver Wellbeing
Problem,309,1,0,1,3d,Basic Hygiene
Solution,309.1,1,0,1,3a,Caregiver Wellbeing
Solution,309.2,0,1,1,3a,Caregiver Wellbeing
Problem,310,1,1,1,5a,Legal Financial
Solution,310.1,1,0,1,3a,Caregiver Wellbeing
Solution,310.2,1,1,0,3a,Caregiver Wellbeing
Solution,310.3,1,0,1,1e,Contact Professional For Assitance
Problem,311,*,*,*,*,*
Solution,311.1,1,1,1,2a,Info Sources
Solution,311.2,1,1,0,1f,Contact Professional For Assitance
Problem,312,1,1,0,4b,Medicines
Solution,312.1,1,1,1,2a,Info Sources
Problem,313,1,1,1,10a,General Information
Solution,313.1,1,1,0,3a,Caregiver Wellbeing
Problem,314,1,1,1,5c,Legal Financial
Solution,314.1,0,1,1,1c,Contact Professional For Assitance
Problem,315,*,*,*,*,*
Solution,315.1,1,0,1,2a,Info Sources
Solution,315.2,1,1,1,3c,Caregiver Wellbeing
Problem,316,1,1,0,1a,Emotions of the Care Giver
Solution,316.1,1,1,0,3c,Caregiver Wellbeing
Solution,316.2,*,*,*,*,*
Problem,317,1,1,1,6c,Symptoms
Solution,317.1,0,1,1,3c,Caregiver Wellbeing
Solution,317.2,1,1,0,5a,Doctor Consultations
Problem,318,1,0,1,6f,Symptoms
Solution,318.1,1,1,1,2a,Info Sources
Solution,318.2,*,*,*,*,*
Problem,319,1,0,1,6k,Symptoms
Solution,319.1,1,0,1,2a,Info Sources
Problem,320,1,1,1,9h,Doctors and Nursing Homes
Solution,320.1,1,1,0,3a,Caregiver Wellbeing
Problem,321,1,1,1,10a,General Information
Solution,321.1,0,1,1,2a,Info Sources
Solution,321.2,1,0,1,5b,Doctor Consultations
Problem,322,1,1,1,7h,Physical Saftey
Solution,322.1,0,1,1,1f,Contact Professional For Assitance
Solution,322.2,*,*,*,*,*
Problem,323,0,1,1,2d,Conflicts
Solution,323.1,1,1,0,2a,Info Sources
Problem,324,*,*,*,*,*
Solution,324.1,1,1,0,3a,Caregiver Wellbeing
Problem,325,1,1,0,2d,Conflicts
Solution,325.1,1,1,1,1c,Contact Professional For Assitance
Solution,325.2,1,0,1,1c,Contact Professional For Assitance
Problem,326,1,0,1,6b,Symptoms
Solution,326.1,1,1,1,2a,Info Sources
Solution,326.2,1,1,1,3c,Caregiver Wellbeing
Problem,327,*,*,*,*,*
Solution,327.1,*,*,*,*,*
Solution,327.2,1,1,1,2a,Info Sources
Solution,327.3,1,1,1,2a,Info Sources
Problem,328,*,*,*,*,*
Solution,328.1,1,1,1,3c,Caregiver Wellbeing
Solution,328.2,1,1,1,3a,Caregiver Wellbeing
Solution,328.3,*,*,*,*,*
Problem,329,1,1,0,10a,General Information
Solution,329.1,0,1,1,5b,Doctor Consultations
Solution,329.2,1,1,1,2a,Info Sources
Problem,330,1,0,1,2d,Conflicts
Solution,330.1,0,1,1,7b,Safety
Solution,330.2,1,1,0,1c,Contact Professional For Assitance
Solution,330.3,1,1,0,3a,Caregiver Wellbeing
Problem,331,1,1,1,10a,General Information
Solution,331.1,1,0,1,2a,Info Sources
Problem,332,1,0,1,6b,Symptoms
Solution,332.1,*,*,*,*,*
Problem,333,1,1,0,2c,Conflicts
Solution,333.1,1,1,0,1e,Contact Professional For Assitance
Problem,334,1,1,1,7a,Physical Saftey
Solution,334.1,1,1,0,1c,Contact Professional For Assitance
Problem,335,1,0,1,10a,General Information
Problem,336,1,0,1,6b,Symptoms
Solution,336.1,1,1,1,2a,Info Sources
Problem,337,1,1,0,7h,Physical Saftey
Solution,337.1,1,1,1,2a,Info Sources
Problem,338,1,1,1,2d,Conflicts
Solution,338.1,*,*,*,*,*
Solution,338.2,1,0,1,1c,Contact Professional For Assitance
Problem,339,1,1,1,6e,Symptoms
Solution,339.1,0,1,1,3c,Caregiver Wellbeing
Solution,339.2,1,1,1,2a,Info Sources
Problem,340,0,1,1,9a,Doctors and Nursing Homes
Solution,340.1,*,*,*,*,*
Problem,341,0,1,1,9a,Doctors and Nursing Homes
Solution,341.1,1,1,0,3a,Caregiver Wellbeing
Problem,342,1,1,1,6k,Symptoms
Solution,342.1,*,*,*,*,*
Solution,342.2,1,1,1,2a,Info Sources
Problem,343,*,*,*,*,*
Solution,343.1,1,1,1,2a,Info Sources
Problem,344,1,1,1,5e,Legal Financial
Solution,344.1,1,1,0,3a,Caregiver Wellbeing
Problem,345,0,1,1,6n,Symptoms
Solution,345.1,*,*,*,*,*
Problem,346,*,*,*,*,*
Solution,346.1,1,1,0,4b,Strategies to handle the patient
Problem,347,1,1,1,3a,Basic Hygiene
Solution,347.1,1,0,1,3a,Caregiver Wellbeing
Problem,348,1,1,1,10a,General Information
Solution,348.1,1,1,1,2a,Info Sources
Solution,348.2,1,1,1,2a,Info Sources
Problem,349,1,1,1,10a,General Information
Solution,349.1,1,1,1,2a,Info Sources
Problem,350,*,*,*,*,*
Solution,350.1,1,1,1,1d,Contact Professional For Assitance
Solution,350.2,0,1,1,1e,Contact Professional For Assitance
Problem,351,1,1,0,8g,Ethics
Solution,351.1,1,1,1,2a,Info Sources
Problem,352,0,1,1,10a,General Information
Solution,352.1,1,0,1,3a,Caregiver Wellbeing
Problem,353,*,*,*,*,*
Solution,353.1,*,*,*,*,*
Solution,353.2,1,1,0,7a,Safety
Problem,354,*,*,*,*,*
Solution,354.1,1,1,1,3c,Caregiver Wellbeing
Solution,354.2,*,*,*,*,*
Solution,354.3,1,1,1,2a,Info Sources
Problem,355,*,*,*,*,*
Solution,355.1,1,1,1,1a,Contact Professional For Assitance
Problem,356,1,0,1,7d,Physical Saftey
Solution,356.1,*,*,*,*,*
Problem,357,1,1,0,9b,Doctors and Nursing Homes
Solution,357.1,1,1,0,3a,Caregiver Wellbeing
Solution,357.2,*,*,*,*,*
Problem,358,1,1,1,6g,Symptoms
Solution,358.1,*,*,*,*,*
Solution,358.2,*,*,*,*,*
Solution,358.3,*,*,*,*,*
Solution,358.4,1,0,1,4f,Strategies to handle the patient
Solution,358.5,1,0,1,4f,Strategies to handle the patient
Problem,359,1,1,1,1a,Emotions of the Care Giver
Solution,359.1,1,1,1,2a,Info Sources
Solution,359.2,1,1,1,3d,Caregiver Wellbeing
Problem,360,1,0,1,6b,Symptoms
Solution,360.1,0,1,1,6c,Medication
Solution,360.2,1,1,1,1a,Contact Professional For Assitance
Problem,361,*,*,*,*,*
Solution,361.1,1,0,1,1a,Contact Professional For Assitance
Problem,362,*,*,*,*,*
Solution,362.1,0,1,1,1a,Contact Professional For Assitance
Problem,363,1,1,1,1d,Emotions of the Care Giver
Solution,363.1,*,*,*,*,*
Solution,363.2,0,1,1,3d,Caregiver Wellbeing
Solution,363.3,1,1,1,3d,Caregiver Wellbeing
Problem,364,*,*,*,*,*
Solution,364.1,0,1,1,3b,Caregiver Wellbeing
Solution,364.2,1,0,1,3c,Caregiver Wellbeing
Solution,364.3,*,*,*,*,*
Problem,365,1,1,1,5e,Legal Financial
Solution,365.1,*,*,*,*,*
Solution,365.2,1,1,0,1d,Contact Professional For Assitance
Problem,366,1,1,0,1a,Emotions of the Care Giver
Solution,366.1,1,1,1,1a,Contact Professional For Assitance
Problem,367,1,0,1,6d,Symptoms
Solution,367.1,1,1,0,5a,Doctor Consultations
Problem,368,1,0,1,6l,Symptoms
Solution,368.1,*,*,*,*,*
Solution,368.2,1,1,1,3c,Caregiver Wellbeing
Solution,368.3,*,*,*,*,*
Problem,369,*,*,*,*,*
Solution,369.1,1,1,1,2a,Info Sources
Solution,369.2,1,0,1,5a,Doctor Consultations
Problem,370,1,1,1,1a,Emotions of the Care Giver
Solution,370.1,1,0,1,1a,Contact Professional For Assitance
Solution,370.2,1,1,0,3a,Caregiver Wellbeing
Solution,370.3,0,1,1,8c,Home Care/Nursing Homes
Problem,371,*,*,*,*,*
Solution,371.1,1,1,1,3a,Caregiver Wellbeing
Problem,372,1,1,1,3b,Basic Hygiene
Solution,372.1,1,1,0,3c,Caregiver Wellbeing
Problem,373,*,*,*,*,*
Solution,373.1,1,1,0,3a,Caregiver Wellbeing
Solution,373.2,1,1,0,3a,Caregiver Wellbeing
Problem,374,1,1,1,6i,Symptoms
Problem,375,0,1,1,2d,Conflicts
Solution,375.1,1,1,1,8f,Home Care/Nursing Homes
Solution,375.2,1,0,1,2a,Info Sources
Problem,376,1,0,1,7d,Physical Saftey
Solution,376.1,*,*,*,*,*
Problem,377,1,1,1,3c,Basic Hygiene
Solution,377.1,1,1,1,2a,Info Sources
Problem,378,1,1,1,5a,Legal Financial
Solution,378.1,1,1,1,1f,Contact Professional For Assitance
Solution,378.2,0,1,1,3a,Caregiver Wellbeing
Problem,379,1,1,1,5a,Legal Financial
Problem,380,1,1,1,6a,Symptoms
Solution,380.1,1,1,1,3c,Caregiver Wellbeing
Solution,380.2,*,*,*,*,*
Solution,380.3,1,1,1,2a,Info Sources
Problem,381,1,1,1,6g,Symptoms
Solution,381.1,*,*,*,*,*
Problem,382,*,*,*,*,*
Solution,382.1,1,1,0,4d,Strategies to handle the patient
Problem,383,1,1,1,6n,Symptoms
Solution,383.1,1,1,1,2a,Info Sources
Solution,383.2,1,1,1,2a,Info Sources
Problem,384,1,1,0,6h,Symptoms
Solution,384.1,1,1,1,5a,Doctor Consultations
Solution,384.2,1,1,0,5a,Doctor Consultations
Problem,385,1,1,1,4a,Medicines
Solution,385.1,1,1,1,3a,Caregiver Wellbeing
Problem,386,1,0,1,6f,Symptoms
Solution,386.1,1,0,1,4f,Strategies to handle the patient
Solution,386.2,*,*,*,*,*
Problem,387,1,1,1,9h,Doctors and Nursing Homes
Solution,387.1,1,1,0,3a,Caregiver Wellbeing
Solution,387.2,*,*,*,*,*
Problem,388,*,*,*,*,*
Solution,388.1,1,0,1,4a,Strategies to handle the patient
Problem,389,0,1,1,1a,Emotions of the Care Giver
Solution,389.1,*,*,*,*,*
Solution,389.2,1,1,1,2a,Info Sources
Solution,389.3,1,0,1,2a,Info Sources
Problem,390,*,*,*,*,*
Solution,390.1,1,1,0,3a,Caregiver Wellbeing
Solution,390.2,1,1,0,3b,Caregiver Wellbeing
Problem,391,1,0,1,6n,Symptoms
Solution,391.1,1,0,1,2a,Info Sources
Problem,392,1,1,1,6b,Symptoms
Solution,392.1,1,0,1,5a,Doctor Consultations
Solution,392.2,1,1,1,2a,Info Sources
Problem,393,*,*,*,*,*
Solution,393.1,1,1,0,5a,Doctor Consultations
Solution,393.2,1,1,1,2a,Info Sources
Problem,394,1,0,1,6j,Symptoms
Solution,394.1,1,1,0,8a,Home Care/Nursing Homes
Problem,395,1,1,0,9c,Doctors and Nursing Homes
Solution,395.1,*,*,*,*,*
Problem,396,0,1,1,1d,Emotions of the Care Giver
Solution,396.1,1,0,1,3a,Caregiver Wellbeing
Solution,396.2,*,*,*,*,*
Problem,397,*,*,*,*,*
Problem,398,0,1,1,2b,Conflicts
Solution,398.1,0,1,1,3a,Caregiver Wellbeing
Solution,398.2,1,0,1,3a,Caregiver Wellbeing
Problem,399,1,1,1,9a,Doctors and Nursing Homes
Solution,399.1,1,1,1,1c,Contact Professional For Assitance
Problem,400,1,0,1,3a,Basic Hygiene
Solution,400.1,1,1,1,4a,Strategies to handle the patient
Solution,400.2,*,*,*,*,*
Problem,401,1,1,1,3b,Basic Hygiene
Solution,401.1,1,1,1,3a,Caregiver Wellbeing
Solution,401.2,*,*,*,*,*
Solution,401.3,1,1,1,3a,Caregiver Wellbeing
Problem,402,1,1,1,5c,Legal Financial
Solution,402.1,1,1,1,2a,Info Sources
Problem,403,1,1,1,7c,Physical Saftey
Solution,403.1,1,1,1,5a,Doctor Consultations
Solution,403.2,1,1,0,1d,Contact Professional For Assitance
Problem,404,0,1,1,3f,Basic Hygiene
Solution,404.1,1,1,1,2a,Info Sources
Solution,404.2,*,*,*,*,*
Problem,405,0,1,1,3f,Basic Hygiene
Solution,405.1,1,0,1,3a,Caregiver Wellbeing
Problem,406,1,1,0,3d,Basic Hygiene
Solution,406.1,1,0,1,5a,Doctor Consultations
Problem,407,1,1,1,6f,Symptoms
Solution,407.1,1,1,0,4b,Strategies to handle the patient
Solution,407.2,1,1,1,5a,Doctor Consultations
Problem,408,1,0,1,3a,Basic Hygiene
Solution,408.1,0,1,1,9d,Personal Care
Problem,409,1,1,1,3c,Basic Hygiene
Solution,409.1,1,1,0,3d,Caregiver Wellbeing
Solution,409.2,1,1,1,5a,Doctor Consultations
Problem,410,*,*,*,*,*
Solution,410.1,1,0,1,5a,Doctor Consultations
Solution,410.2,1,1,1,2a,Info Sources
Problem,411,1,1,0,6a,Symptoms
Solution,411.1,1,1,1,3c,Caregiver Wellbeing
Solution,411.2,0,1,1,5d,Doctor Consultations
Solution,411.3,0,1,1,5e,Doctor Consultations
Problem,412,*,*,*,*,*
Solution,412.1,*,*,*,*,*
Problem,413,0,1,1,3d,Basic Hygiene
Solution,413.1,1,1,1,2a,Info Sources
Problem,414,1,1,1,7a,Physical Saftey
Solution,414.1,1,1,0,3c,Caregiver Wellbeing
Solution,414.2,1,1,1,7a,Safety
Solution,414.3,1,1,1,7a,Safety
Problem,415,1,1,0,6h,Symptoms
Solution,415.1,1,1,0,5a,Doctor Consultations
Solution,415.2,1,1,1,3a,Caregiver Wellbeing
Problem,416,1,0,1,3a,Basic Hygiene
Solution,416.1,*,*,*,*,*
Solution,416.2,1,1,0,9a,Personal Care
Solution,416.3,1,1,1,2a,Info Sources
Problem,417,1,1,1,10a,General Information
Solution,417.1,1,1,1,3a,Caregiver Wellbeing
Solution,417.2,0,1,1,5b,Doctor Consultations
Problem,418,*,*,*,*,*
Solution,418.1,1,1,1,3c,Caregiver Wellbeing
Solution,418.2,1,1,1,3a,Caregiver Wellbeing
Problem,419,1,1,1,9f,Doctors and Nursing Homes
Solution,419.1,1,1,0,8e,Home Care/Nursing Homes
Problem,420,1,0,1,2a,Conflicts
Solution,420.1,1,1,1,3a,Caregiver Wellbeing
Solution,420.2,1,0,1,3a,Caregiver Wellbeing
Problem,421,1,1,1,6b,Symptoms
Solution,421.1,1,1,1,7a,Safety
Solution,421.2,*,*,*,*,*
Solution,421.3,1,1,0,2a,Info Sources
Problem,422,1,1,0,3d,Basic Hygiene
Solution,422.1,1,0,1,3c,Caregiver Wellbeing
Solution,422.2,0,1,1,9c,Personal Care
Solution,422.3,1,0,1,5a,Doctor Consultations
Problem,423,0,1,1,6h,Symptoms
Solution,423.1,1,1,1,4a,Strategies to handle the patient
Solution,423.2,1,1,1,2a,Info Sources
Solution,423.3,1,1,1,3a,Caregiver Wellbeing
Problem,424,1,1,0,5h,Legal Financial
Solution,424.1,1,1,1,3a,Caregiver Wellbeing
Solution,424.2,1,1,0,3a,Caregiver Wellbeing
Solution,424.3,1,1,1,3a,Caregiver Wellbeing
Problem,425,*,*,*,*,*
Solution,425.1,1,0,1,1a,Contact Professional For Assitance
Solution,425.2,1,1,1,2a,Info Sources
Problem,426,1,1,1,6k,Symptoms
Solution,426.1,1,1,0,5a,Doctor Consultations
Solution,426.2,*,*,*,*,*
Solution,426.3,1,1,0,8f,Home Care/Nursing Homes
Problem,427,1,1,0,5c,Legal Financial
Solution,427.1,1,1,1,3a,Caregiver Wellbeing
Solution,427.2,1,1,1,1a,Contact Professional For Assitance
Problem,428,1,1,1,6a,Symptoms
Solution,428.1,*,*,*,*,*
Solution,428.2,1,1,1,5a,Doctor Consultations
Problem,429,*,*,*,*,*
Solution,429.1,0,1,1,3c,Caregiver Wellbeing
Solution,429.2,*,*,*,*,*
Solution,429.3,1,0,1,2a,Info Sources
Problem,430,*,*,*,*,*
Solution,430.1,1,0,1,3a,Caregiver Wellbeing
Solution,430.2,*,*,*,*,*
Solution,430.3,*,*,*,*,*
Problem,431,*,*,*,*,*
Solution,431.1,1,1,1,3a,Caregiver Wellbeing
Solution,431.2,1,0,1,2a,Info Sources
Problem,432,1,0,1,3g,Basic Hygiene
Solution,432.1,1,1,1,2a,Info Sources
Problem,433,1,1,1,7c,Physical Saftey
Solution,433.1,1,1,1,3c,Caregiver Wellbeing
Solution,433.2,1,1,0,5a,Doctor Consultations
Solution,433.3,*,*,*,*,*
Problem,434,1,0,1,10a,General Information
Solution,434.1,1,1,0,3c,Caregiver Wellbeing
Solution,434.2,1,1,1,2a,Info Sources
Solution,434.3,1,1,1,2a,Info Sources
Problem,435,*,*,*,*,*
Solution,435.1,*,*,*,*,*
Solution,435.2,1,1,0,1c,Contact Professional For Assitance
Problem,436,*,*,*,*,*
Solution,436.1,1,1,1,2a,Info Sources
Solution,436.2,*,*,*,*,*
Solution,436.3,0,1,1,2a,Info Sources
Problem,437,1,1,1,2d,Conflicts
Solution,437.1,1,1,1,3a,Caregiver Wellbeing
Solution,437.2,1,1,0,1c,Contact Professional For Assitance
Solution,437.3,*,*,*,*,*
Problem,438,1,0,1,1b,Emotions of the Care Giver
Solution,438.1,1,1,1,3c,Caregiver Wellbeing
Solution,438.2,0,1,1,5b,Doctor Consultations
Solution,438.3,1,1,1,3a,Caregiver Wellbeing
Problem,439,*,*,*,*,*
Solution,439.1,*,*,*,*,*
Solution,439.2,1,1,1,3a,Caregiver Wellbeing
Solution,439.3,0,1,1,5e,Doctor Consultations
Problem,440,1,1,1,9b,Doctors and Nursing Homes
Solution,440.1,*,*,*,*,*
Solution,440.2,1,1,0,3c,Caregiver Wellbeing
Solution,440.3,1,1,1,3a,Caregiver Wellbeing
Problem,441,1,1,0,6o,Symptoms
Solution,441.1,1,0,1,5a,Doctor Consultations
Solution,441.2,1,1,0,3c,Caregiver Wellbeing
Solution,441.3,0,1,1,3c,Caregiver Wellbeing
Problem,442,1,1,1,6f,Symptoms
Solution,442.1,*,*,*,*,*
Solution,442.2,*,*,*,*,*
Solution,442.3,1,0,1,2a,Info Sources
Problem,443,1,0,1,8c,Ethics
Solution,443.1,1,1,0,3c,Caregiver Wellbeing
Solution,443.2,0,1,1,6c,Medication
Solution,443.3,1,1,1,2a,Info Sources
Solution,443.4,1,1,1,2a,Info Sources
Problem,444,1,1,1,7c,Physical Saftey
Solution,444.1,1,1,0,4b,Strategies to handle the patient
Solution,444.2,1,0,1,2a,Info Sources
Problem,445,1,1,1,6k,Symptoms
Solution,445.1,*,*,*,*,*
Solution,445.2,*,*,*,*,*
Solution,445.3,0,1,1,6c,Medication
Problem,446,1,1,1,5g,Legal Financial
Solution,446.1,1,1,1,3a,Caregiver Wellbeing
Solution,446.2,1,1,1,3a,Caregiver Wellbeing
Solution,446.3,1,1,1,3a,Caregiver Wellbeing
Problem,447,1,1,0,6h,Symptoms
Solution,447.1,1,1,0,3a,Caregiver Wellbeing
Solution,447.2,1,0,1,5e,Doctor Consultations
Solution,447.3,1,1,1,3c,Caregiver Wellbeing
Problem,448,1,1,1,2a,Conflicts
Solution,448.1,1,1,0,3a,Caregiver Wellbeing
Problem,449,*,*,*,*,*
Solution,449.1,1,1,1,4b,Strategies to handle the patient
Problem,450,0,1,1,6k,Symptoms
Solution,450.1,1,0,1,5a,Doctor Consultations
Solution,450.2,1,1,1,4b,Strategies to handle the patient
Solution,450.3,0,1,1,3c,Caregiver Wellbeing
Problem,451,1,1,1,10a,General Information
Solution,451.1,1,1,1,1a,Contact Professional For Assitance
Solution,451.2,1,1,0,2a,Info Sources
Problem,452,1,1,1,3c,Basic Hygiene
Solution,452.1,1,0,1,9c,Personal Care
Solution,452.2,*,*,*,*,*
Solution,452.3,1,1,1,2a,Info Sources
Problem,453,1,1,1,6f,Symptoms
Solution,453.1,*,*,*,*,*
Solution,453.2,0,1,1,3c,Caregiver Wellbeing
Solution,453.3,1,1,1,4b,Strategies to handle the patient
Problem,454,1,1,1,7d,Physical Saftey
Solution,454.1,1,1,0,7a,Safety
Solution,454.2,0,1,1,2a,Info Sources
Solution,454.3,1,1,1,2a,Info Sources
Problem,455,1,0,1,7c,Physical Saftey
Solution,455.1,1,1,0,3a,Caregiver Wellbeing
Solution,455.2,0,1,1,4c,Strategies to handle the patient
Solution,455.3,1,1,1,3a,Caregiver Wellbeing
Problem,456,1,1,1,6e,Symptoms
Solution,456.1,1,1,1,3a,Caregiver Wellbeing
Solution,456.2,1,1,1,3a,Caregiver Wellbeing
Problem,457,*,*,*,*,*
Solution,457.1,1,1,1,2a,Info Sources
Problem,458,1,0,1,6c,Symptoms
Problem,459,*,*,*,*,*
Solution,459.1,1,1,1,2a,Info Sources
Problem,460,1,1,1,7d,Physical Saftey
Solution,460.1,1,1,0,5a,Doctor Consultations
Problem,461,1,1,0,10b,General Information
Solution,461.1,1,1,1,3c,Caregiver Wellbeing
Solution,461.2,1,1,1,2a,Info Sources
Problem,462,1,1,1,9a,Doctors and Nursing Homes
Solution,462.1,1,1,1,1a,Contact Professional For Assitance
Problem,463,0,1,1,2e,Conflicts
Solution,463.1,1,1,1,5a,Doctor Consultations
Solution,463.2,1,0,1,2a,Info Sources
Problem,464,1,1,1,9b,Doctors and Nursing Homes
Solution,464.1,*,*,*,*,*
Solution,464.2,1,1,1,2a,Info Sources
Solution,464.3,0,1,1,5e,Doctor Consultations
Problem,465,1,1,0,7g,Physical Saftey
Solution,465.1,1,1,1,3c,Caregiver Wellbeing
Solution,465.2,1,1,1,7a,Safety
Solution,465.3,1,0,1,5a,Doctor Consultations
Problem,466,1,1,1,5e,Legal Financial
Solution,466.1,0,1,1,3a,Caregiver Wellbeing
Solution,466.2,1,1,0,1d,Contact Professional For Assitance
Problem,467,1,1,1,6f,Symptoms
Solution,467.1,1,1,1,3a,Caregiver Wellbeing
Solution,467.2,*,*,*,*,*
Problem,468,1,0,1,6f,Symptoms
Solution,468.1,1,1,1,4f,Strategies to handle the patient
Solution,468.2,1,1,1,3c,Caregiver Wellbeing
Solution,468.3,0,1,1,6c,Medication
Problem,469,*,*,*,*,*
